Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value, ,Current Price,+/-Reported Price,52Week Low,52Week High
EASTERN BANKSHARES INC,0.0843763947698786,Reduce 1.76%,924805.0,22.23999978373819,20567663.0,,,,,
ROSS STORES INC,0.08433898105300171,Add 55.06%,96587.0,212.850000517668,20558543.0,,,,,
XP INC,0.08375117545991087,Buy 100%,1255551.0,16.259999792919604,20415259.0,,,,,
PNC FINL SVCS GROUP INC,0.08332218535162872,Add 6.65%,82490.0,246.22000242453632,20310688.0,,,,,
UNUM GROUP,0.08308456312326686,Reduce 8.37%,226541.0,89.3999982343152,20252765.0,,,,,
KRYSTAL BIOTECH INC,0.08308112532779066,Add 17.52%,54489.0,371.67000679036136,20251927.0,,,,,
PROCTER &AMP; GAMBLE CO,0.08285106378804769,Reduce 12.78%,137724.0,146.6399973860765,20195847.0,,,,,
BANK OF NY MELLON CORP,0.08266696122529722,Buy 100%,139347.0,144.61000236818876,20150970.0,,,,,
WATSCO INC,0.08188400945916728,Buy 100%,47897.0,416.7300039668455,19960117.0,,,,,
GLOBAL X FDS,0.08171616463325707,Add 32.29%,455817.0,43.70000021938629,19919203.0,,,,,
DOLLAR GEN CORP,0.08115424506576856,Reduce 20.63%,171855.0,115.10999970905705,19782229.0,,,,,
LOCKHEED MARTIN CORP,0.0809143172991518,Add 242.55%,38715.0,509.4600025829782,19723744.0,,,,,
WEYERHAEUSER CO,0.08071019921834845,Add 159.23%,821804.0,23.940000292040438,19673988.0,,,,,
CHARTER COMMUNICATIONS INC,0.08054532041407222,Add 206.87%,138062.0,142.20999985513754,19633797.0,,,,,
CROCS INC,0.07998607559914993,Reduce 11.68%,161617.0,120.64000074249614,19497475.0,,,,,
GOLD FIELDS LTD,0.07980173509828774,Add 11.07%,579117.0,33.589999948197,19452540.0,,,,,
AVISTA CORP,0.07921266186939484,"Add 2,508.95%",471986.0,40.9099994491362,19308947.0,,,,,
INCYTE CORP,0.07824537370478395,Add 29.13%,168253.0,113.35999952452556,19073160.0,,,,,
HANCOCK WHITNEY CORPORATION,0.07792695918035043,Add 42.50%,254223.0,74.72000173076394,18995543.0,,,,,
CROWDSTRIKE HLDGS INC,0.07778202205126485,Add 520.35%,24845.0,763.1399879251359,18960213.0,,,,,
BOSTON SCIENTIFIC CORP,0.07739591823642908,Add 474.13%,442036.0,42.67999891411559,18866096.0,,,,,
COCA COLA CO,0.0751751515873865,Add 0.24%,225480.0,81.27000177399326,18324760.0,,,,,
ADOBE INC,0.07464582133644075,"Add 6,664.56%",88751.0,205.01999977465042,18195730.0,,,,,
LAS VEGAS SANDS CORP,0.07459518154245738,Add 603.02%,393665.0,46.18999911091918,18183386.0,,,,,
AVERY DENNISON CORP,0.0744738700269128,Add 972.40%,111819.0,162.3500031300584,18153815.0,,,,,
FIRSTENERGY CORP,0.0743262335309736,Buy 100%,381107.0,47.5400005772657,18117827.0,,,,,
PINNACLE WEST CAP CORP,0.07423032806242669,Add 2.60%,169107.0,107.0,18094449.0,,,,,
STAR BULK CARRIERS CORP.,0.07355521559186064,Add 30.24%,718057.0,24.96999959613234,17929883.0,,,,,
SYNOPSYS INC,0.07352736042326478,Reduce 80.72%,40180.0,446.0700099552016,17923093.0,,,,,
IDEXX LABS INC,0.07240899796723851,Add 225.07%,33528.0,526.4399904557384,17650480.0,,,,,
TETRA TECH INC NEW,0.07208382682090848,Add 184.28%,608211.0,28.890000345274913,17571216.0,,,,,
EQT CORP,0.07164378899995642,Buy 100%,328455.0,53.169998934405015,17463952.0,,,,,
VODAFONE GROUP PLC,0.07046579022789512,Reduce 37.85%,1298813.0,13.225000057745033,17176802.0,,,,,
CHENIERE ENERGY INC,0.07045357743895406,Reduce 61.45%,71854.0,239.01000640187047,17173825.0,,,,,
VALLEY NATL BANCORP,0.07043093639690981,Reduce 20.29%,1171898.0,14.650000255994975,17168306.0,,,,,
AXIS CAP HLDGS LTD,0.07015001353459668,Add 41.84%,159157.0,107.43999949735168,17099828.0,,,,,
EXELON CORP,0.07005521570898361,"Add 2,071.93%",366296.0,46.62000131041562,17076720.0,,,,,
MERCADOLIBRE INC,0.0696960809483966,Reduce 31.78%,10009.0,1697.3900489559396,16989177.0,,,,,
STERLING INFRASTRUCTURE INC,0.06950452025655818,Reduce 45.54%,20185.0,839.3600198166955,16942482.0,,,,,
STATE STR CORP,0.06939409646081528,Reduce 39.25%,99738.0,169.60000200525377,16915565.0,,,,,
INDEPENDENT BK CORP MASS,0.06895507192802865,Reduce 2.20%,200771.0,83.71999940230411,16808548.0,,,,,
PVH CORPORATION,0.06861257232335563,Add 37.92%,225223.0,74.26000008880088,16725060.0,,,,,
IDACORP INC,0.06773965533670921,Add 14.23%,109136.0,151.30000183257587,16512277.0,,,,,
TAIWAN SEMICONDUCTOR MANUFAC,0.06764048847507927,Reduce 96.79%,34525.0,477.5699927588704,16488104.0,,,,,
KIMBERLY-CLARK CORP,0.06759999386989377,Add 677.08%,150116.0,109.76999786831517,16478233.0,,,,,
LEIDOS HOLDINGS INC,0.06702530769199727,"Add 11,966.08%",158669.0,102.97000044116999,16338147.0,,,,,
PEPSICO INC,0.06686101142585663,Add 16.17%,120370.0,135.4,16298098.0,,,,,
COPA HOLDINGS SA,0.06668438340171907,Add 14.83%,104487.0,155.57000392393311,16255043.0,,,,,
DYNATRACE INC,0.06645561000968435,Add 126.46%,368920.0,43.90999945787705,16199277.0,,,,,
ROCKET COS INC,0.06615131588146689,Buy 100%,1023816.0,15.75,16125102.0,,,,,
AMEREN CORP,0.06580234682158391,Add 172.54%,141897.0,113.04000084568383,16040037.0,,,,,
LUMENTUM HLDGS INC,0.0655757435892233,Add 220.20%,18629.0,858.0600139567341,15984800.0,,,,,
HARTFORD INSURANCE GROUP INC,0.06525564708848283,Reduce 48.05%,120033.0,132.51999866703324,15906773.0,,,,,
BIOMARIN PHARMACEUTICAL INC,0.06453212651932608,Add 32.86%,274911.0,57.21999847223283,15730407.0,,,,,
ALBEMARLE CORP,0.06439605463609256,Add 253.06%,116250.0,135.03000430107528,15697238.0,,,,,
MODINE MFG CO,0.06411042634250116,Add 128.21%,58526.0,267.0200082014831,15627613.0,,,,,
HELMERICH &AMP; PAYNE INC,0.06352821639741693,Add 584.78%,472990.0,32.74000084568384,15485693.0,,,,,
CACTUS INC,0.06317643720638695,"Add 4,285.18%",300604.0,51.23000026613086,15399943.0,,,,,
MCDONALDS CORP,0.06281225241449781,Add 11.75%,56643.0,270.3099941740374,15311169.0,,,,,
CUMMINS INC,0.06236761582417963,Reduce 46.00%,21316.0,713.2099831112779,15202784.0,,,,,
YPF SOCIEDAD ANONIMA,0.061820214583887104,Buy 100%,331413.0,45.46999966808785,15069349.0,,,,,
BANK OZK LITTLE ROCK ARK,0.06149871917114499,Add 1.61%,287790.0,52.08999965252441,14990981.0,,,,,
COLUMBIA BKG SYS INC,0.06131460430125081,Add 16.60%,466337.0,32.0500003216558,14946101.0,,,,,
VERISK ANALYTICS INC,0.06115237153287214,Buy 100%,83031.0,179.52999482121135,14906555.0,,,,,
SPOTIFY TECHNOLOGY S A,0.06068533183862143,Reduce 11.45%,32219.0,459.12998541233435,14792709.0,,,,,
NOVANTA INC,0.059983861568610866,Buy 100%,90124.0,162.24000266299765,14621718.0,,,,,
EVERGY INC,0.05958847816741812,Add 8.80%,168059.0,86.42999779839224,14525339.0,,,,,
SYSCO CORP,0.05928275230814911,Add 250.41%,172898.0,83.58000092540111,14450815.0,,,,,
AXSOME THERAPEUTICS INC.,0.058458009584362924,Add 2.22%,58217.0,244.76999845405982,14249775.0,,,,,
SSR MINING IN,0.05839156741785656,Add 22.09%,503309.0,28.28000095368849,14233579.0,,,,,
WEATHERFORD INTL PLC,0.05773754118684612,Add 26.06%,172689.0,81.4999971046216,14074153.0,,,,,
ALIGN TECHNOLOGY INC,0.05701318783429835,Add 730.39%,82400.0,168.66,13897584.0,,,,,
LKQ CORP,0.05658564176421145,Add 110.67%,523865.0,26.329999141000066,13793365.0,,,,,
SOLVENTUM CORP,0.05631176679286263,"Add 5,167.05%",177921.0,77.1499991569292,13726605.0,,,,,
MOODYS CORP,0.05599978480220796,Buy 100%,30139.0,452.92000398155216,13650556.0,,,,,
M &AMP; T BK CORP,0.055736284753006245,Add 38.56%,57083.0,238.0100029781196,13586325.0,,,,,
ALLSTATE CORP,0.054808194841110124,Reduce 72.87%,56149.0,237.93999893141464,13360093.0,,,,,
MURPHY USA INC,0.05444389108016512,Add 410.74%,24628.0,538.8699853824914,13271290.0,,,,,
NOBLE CORP PLC,0.05429367828880939,Buy 100%,354817.0,37.29999971816458,13234674.0,,,,,
RESMED INC,0.053869225414174805,Add 71.73%,67381.0,194.8799958445259,13131209.0,,,,,
ENERSYS,0.05332968843871264,Add 188.23%,55597.0,233.8200082738277,12999691.0,,,,,
FIRST CTZNS BANCSHARES INC D,0.05323170306287882,Reduce 33.05%,6236.0,2080.78992944195,12975806.0,,,,,
FIDELITY NATL INFORMATION SV,0.05305244541236866,Add 472.63%,332616.0,38.87999975948241,12932110.0,,,,,
REMITLY GLOBAL INC,0.052983426950445764,Add 145.54%,576318.0,22.4099993406418,12915286.0,,,,,
US BANCORP,0.05290011168991366,Reduce 27.80%,213493.0,60.399999063201136,12894977.0,,,,,
MATCH GROUP INC NEW,0.05258798611591572,Buy 100%,336896.0,38.050000593655014,12818893.0,,,,,
C H ROBINSON WORLDWIDE IN,0.05238670688292802,Add 300.74%,67802.0,188.3400047196248,12769829.0,,,,,
TRAVELERS COMPANIES INC,0.05223450443667259,Add 41.62%,38570.0,330.11998962924554,12732728.0,,,,,
SEI INVTS CO,0.05196626203476149,Reduce 37.93%,144423.0,87.70999771504539,12667341.0,,,,,
PRUDENTIAL FINL INC,0.05167967378396076,Reduce 23.26%,116719.0,107.93000282730318,12597482.0,,,,,
CHORD ENERGY CORPORATION,0.051397306883452384,Buy 100%,109612.0,114.30000364923548,12528652.0,,,,,
CBOE GLOBAL MKTS INC,0.05125559422601869,Add 246.80%,51486.0,242.67000738064718,12494108.0,,,,,
PAN AMERN SILVER CORP,0.05100632533732641,Add 83.27%,277592.0,44.79000115277098,12433346.0,,,,,
TD SYNNEX CORPORATION,0.05096945723715397,Reduce 60.98%,46474.0,267.33999655721476,12424359.0,,,,,
GLOBAL PMTS INC,0.05064239079069268,Buy 100%,170130.0,72.56000117557163,12344633.0,,,,,
ROYALTY PHARMA PLC,0.050532516714035476,Buy 100%,219687.0,56.06999959032623,12317850.0,,,,,
MONGODB INC,0.05025115489693004,Reduce 26.32%,36467.0,335.89999177338416,12249265.0,,,,,
VICTORIAS SECRET AND CO,0.05021898812565464,Reduce 63.37%,146639.0,83.4800019094511,12241424.0,,,,,
VIASAT INC,0.04992918771034573,Add 69.76%,135517.0,89.81000169720404,12170782.0,,,,,
WSFS FINL CORP,0.04987432246368876,Add 77.35%,158444.0,76.72999924263462,12157408.0,,,,,
MKS INC.,0.04962925441338266,Reduce 28.68%,27198.0,444.79998529303623,12097670.0,,,,,
ILLINOIS TOOL WKS INC,0.04953569140452177,Add 27.36%,44644.0,270.4700071678165,12074863.0,,,,,
MURPHY OIL CORP,0.04929237507100366,"Add 1,757.40%",369028.0,32.560000867142875,12015552.0,,,,,
SMUCKER J M CO,0.04886089891969217,Add 3.66%,105870.0,112.5,11910375.0,,,,,
ABERCROMBIE &AMP; FITCH CO,0.04862243570317684,Reduce 46.92%,131677.0,90.01000174669836,11852247.0,,,,,
GLOBE LIFE INC,0.04846685289478253,"Add 1,190.40%",66120.0,178.6800060496068,11814322.0,,,,,
RALLIANT CORP,0.048281002717625324,Reduce 50.59%,159840.0,73.62999874874875,11769019.0,,,,,
PARKER-HANNIFIN CORP,0.048219668015758395,Reduce 43.60%,12017.0,978.1199966713822,11754068.0,,,,,
KIRBY CORP,0.04820291389078852,Reduce 33.81%,86416.0,135.97000555452695,11749984.0,,,,,
SYNCHRONY FINANCIAL,0.048012789032382874,Buy 100%,153894.0,76.05000194939373,11703639.0,,,,,
BANKUNITED INC,0.04763769190640463,Reduce 3.59%,239674.0,48.44999874829978,11612205.0,,,,,
XCEL ENERGY INC,0.047523292903243565,Buy 100%,144263.0,80.30000069317843,11584319.0,,,,,
OUSTER INC,0.04705270054684205,Buy 100%,183455.0,62.52000218037121,11469607.0,,,,,
DARLING INGREDIENTS INC,0.04699597692148494,Add 46.88%,209736.0,54.61999847427242,11455780.0,,,,,
EQUITABLE HLDGS INC,0.04698739884231942,Reduce 43.06%,261023.0,43.8799990805408,11453689.0,,,,,
RALPH LAUREN CORP,0.046824960954878925,Add 305.00%,28435.0,401.4099876912256,11414093.0,,,,,
AECOM,0.04679040249534264,Reduce 10.79%,163405.0,69.8,11405669.0,,,,,
SCORPIO TANKERS INC,0.04666964069888375,Add 87.78%,164254.0,69.25999975647473,11376232.0,,,,,
SCIENCE APPLICATIONS INTL CO,0.046640993770709266,Add 764.01%,102973.0,110.41000067978985,11369249.0,,,,,
KULICKE &AMP; SOFFA INDS INC,0.04652006787900092,Add 152.70%,84777.0,133.76000566191303,11339772.0,,,,,
EVERCORE INC,0.04649540026062584,Reduce 63.30%,33194.0,341.4399891546665,11333759.0,,,,,
TORO CO,0.045954612058886554,Add 100.58%,114986.0,97.41999895639469,11201936.0,,,,,
CARLISLE COS INC,0.04480488279592598,Add 27.26%,30108.0,362.75,10921677.0,,,,,
AMERICAN FINANCIAL GROUP INC,0.044772490393682564,Add 26.36%,77989.0,139.94000435958918,10913781.0,,,,,
BOOZ ALLEN HAMILTON HLDG COR,0.04424021053062778,Add 454.36%,177749.0,60.67000095640482,10784032.0,,,,,
LOUISIANA PAC CORP,0.04397374035741085,Reduce 19.44%,136271.0,78.66000102736459,10719077.0,,,,,
FERGUSON ENTERPRISES INC,0.04350709859414008,Add 16.66%,44686.0,237.32999149621804,10605328.0,,,,,
PATTERSON-UTI ENERGY INC,0.04338415843324462,"Add 1,270.56%",1152000.0,9.18,10575360.0,,,,,
DYCOM INDS INC,0.043342945911342724,Reduce 22.41%,20897.0,505.5899889936355,10565314.0,,,,,
EQUINIX INC,0.04261741927776132,Reduce 59.79%,9966.0,1042.3900260887017,10388459.0,,,,,
INGREDION INC,0.042052472152920274,Add 49.67%,108233.0,94.7099960270897,10250747.0,,,,,
AMERICAN EXPRESS CO,0.04104888611912882,Add 35.84%,29582.0,338.2500169021702,10006112.0,,,,,
KOSMOS ENERGY LTD,0.04086119807517766,Buy 100%,4720550.0,2.110000105919861,9960361.0,,,,,
CONSTELLIUM SE,0.04073399143779623,Reduce 38.06%,311558.0,31.869998523549388,9929353.0,,,,,
SENSATA TECHNOLOGIES HLDG PL,0.04053087433801458,Add 18.28%,206951.0,47.74000125633604,9879841.0,,,,,
REGIONS FINANCIAL CORP NEW,0.04036250030492487,Add 77.68%,325788.0,30.200001227792306,9838798.0,,,,,
FIRST HAWAIIAN INC,0.040198889136450734,Add 62.55%,334434.0,29.29999940197468,9798916.0,,,,,
COREBRIDGE FINL INC,0.040074107006380075,Reduce 30.00%,341198.0,28.63000076202088,9768499.0,,,,,
INTERNATIONAL BANCSHARES COR,0.04006460589143634,Reduce 2.32%,128587.0,75.95000272189257,9766183.0,,,,,
MSCI INC,0.040017814131052806,Buy 100%,17418.0,560.0400160753244,9754777.0,,,,,
LITTELFUSE INC,0.03984683918825915,Reduce 27.42%,21332.0,455.3300206262891,9713100.0,,,,,
CASEYS GEN STORES INC,0.03975240237219489,Add 191.88%,12192.0,794.7900262467192,9690080.0,,,,,
ZOETIS INC,0.039562659035244245,Add 164.50%,134203.0,71.86000312958727,9643828.0,,,,,
CENCORA INC,0.03952256236103868,Add 139.30%,34045.0,282.9799970627111,9634054.0,,,,,
KINETIK HOLDINGS INC,0.039468271447754825,Add 210.48%,199024.0,48.33999919607685,9620820.0,,,,,
VIRTU FINL INC,0.03930076301710601,Add 62.86%,160819.0,59.57000105708902,9579988.0,,,,,
CHEMED CORP NEW,0.03897520624693975,Add 302.98%,20399.0,465.7399872542772,9500630.0,,,,,
MOLSON COORS BEVERAGE CO,0.03851345862448413,"Add 2,561.44%",240967.0,38.95999867201733,9388074.0,,,,,
TALOS ENERGY INC,0.03826581017638027,Buy 100%,722518.0,12.909999474061546,9327707.0,,,,,
ASSURANT INC,0.038233663917011045,Add 287.10%,34707.0,268.53000835566314,9319871.0,,,,,
VERISIGN INC,0.03818484968267792,Add 748.26%,37001.0,251.5600118915705,9307972.0,,,,,
ROCKWELL AUTOMATION INC,0.03797373704186634,Reduce 50.54%,18697.0,495.0800128362839,9256511.0,,,,,
COEUR MNG INC,0.037777171444919384,Reduce 56.69%,564251.0,16.320034878095033,9208596.0,,,,,
PROSPERITY BANCSHARES INC,0.03722521656145434,Add 184.22%,124251.0,73.03000378266573,9074051.0,,,,,
HARMONY BIOSCIENCES HLDGS IN,0.037129077257176936,Reduce 1.17%,248575.0,36.410001005732674,9050616.0,,,,,
BRINKS CO,0.03711672908965506,Add 89.19%,95752.0,94.48999498704988,9047606.0,,,,,
ALAMOS GOLD INC,0.03707276797232472,Add 22.35%,297854.0,30.339998791354155,9036890.0,,,,,
COCA COLA CONS INC,0.03644745020520732,Add 44.23%,46535.0,190.91999570215967,8884462.0,,,,,
SANOFI SA,0.036204343093132266,Buy 100%,206873.0,42.65999912990095,8825202.0,,,,,
ACADEMY SPORTS &AMP; OUTDOORS IN,0.03592045010680392,Add 47.80%,185784.0,47.13000043060759,8756000.0,,,,,
WILLSCOT HLDGS CORP,0.035810379115847356,Reduce 54.10%,302466.0,28.860000793477614,8729169.0,,,,,
AUTODESK INC,0.03522533852770993,Buy 100%,44165.0,194.41999320729084,8586559.0,,,,,
AMCOR PLC,0.03499269248778795,Buy 100%,196767.0,43.34999771303115,8529849.0,,,,,
BLOOM ENERGY CORP,0.03495268606596959,Reduce 38.39%,28147.0,302.7000035527765,8520097.0,,,,,
HUDBAY MINERALS INC,0.03486094861675895,Reduce 41.89%,359921.0,23.61000052789362,8497735.0,,,,,
BOISE CASCADE CO DEL,0.034410133840298604,Add 13.77%,108049.0,77.63000120315783,8387844.0,,,,,
AMERICAN AIRLINES GROUP INC,0.034152963765344824,Add 3.16%,460717.0,18.06999958759933,8325156.0,,,,,
FLUOR CORP,0.034129678649446445,Reduce 17.06%,158799.0,52.39000245593486,8319480.0,,,,,
SYMBOTIC INC,0.03392536365434374,Add 3.95%,183975.0,44.94999864111972,8269676.0,,,,,
MEDPACE HLDGS INC,0.03390311233851696,Reduce 62.06%,15605.0,529.5900032041012,8264252.0,,,,,
SIMPSON MFG INC,0.03329697730606144,Buy 100%,38770.0,209.35001289656952,8116500.0,,,,,
EXPEDIA GROUP INC,0.03316686618276457,"Add 2,801.38%",31596.0,255.87998480820357,8084784.0,,,,,
ERO COPPER CORP,0.033063112858912225,Reduce 12.02%,301291.0,26.749863089172926,8059493.0,,,,,
ALLISON TRANSMISSION HLDGS I,0.03300510108584686,Reduce 30.58%,71362.0,112.74000168156722,8045352.0,,,,,
LYONDELLBASELL INDUSTRIES NV,0.03297049750011697,"Add 1,815.52%",152648.0,52.649998689796135,8036917.0,,,,,
FLOWSERVE CORP,0.03294382791969848,Reduce 48.09%,108285.0,74.16000369395576,8030416.0,,,,,
ARGAN INC,0.03292336524209081,Reduce 28.16%,10050.0,798.5500497512438,8025428.0,,,,,
FACTSET RESH SYS INC,0.03255239100925525,Buy 100%,34488.0,230.0799988401763,7934999.0,,,,,
TENET HEALTHCARE CORP,0.03252706290750109,Add 125.90%,42382.0,187.08001038176585,7928825.0,,,,,
AMGEN INC,0.032487585692862246,Add 48.02%,21869.0,362.1199871964882,7919202.0,,,,,
HENRY JACK &AMP; ASSOC INC,0.0321848012409398,Buy 100%,56958.0,137.7400014045437,7845395.0,,,,,
CATERPILLAR INC,0.03201765792222104,Reduce 91.12%,7329.0,1064.8999863555737,7804652.0,,,,,
MUELLER INDS INC,0.03186052441371933,Add 65.02%,63177.0,122.93000617313263,7766349.0,,,,,
WW GRAINGER INC,0.03169939518589328,Add 372.55%,5680.0,1360.4,7727072.0,,,,,
JPMORGAN CHASE &AMP; CO,0.031621019192369926,Buy 100%,23548.0,327.33000679463225,7707967.0,,,,,
INTUITIVE SURGICAL INC,0.03152584805006434,Add 11.74%,19324.0,397.6799834402815,7684768.0,,,,,
NEW YORK TIMES CO MTN BE,0.03145385536174498,Reduce 31.30%,109563.0,69.9800023730639,7667219.0,,,,,
CROWN HLDGS INC,0.03136967449877197,Add 23.42%,68384.0,111.82000175479645,7646699.0,,,,,
MADDEN STEVEN LTD,0.031349675390244025,Add 23.79%,181516.0,42.100002203662484,7641824.0,,,,,
SMITH &AMP; NEPHEW PLC,0.03118480068834905,Reduce 4.21%,263854.0,28.810000985393437,7601634.0,,,,,
DRAFTKINGS INC NEW,0.031071369847159795,Reduce 24.26%,299841.0,25.260001133934317,7573984.0,,,,,
BOOKING HOLDINGS INC,0.03076851975713757,"Add 77,824.07%",42079.0,178.24000095059293,7500161.0,,,,,
HOWMET AEROSPACE INC,0.03066135735447769,Add 20.80%,27799.0,268.8599949638476,7474039.0,,,,,
IES HOLDINGS INC,0.030482132523017427,Reduce 54.36%,10114.0,734.6599762705162,7430351.0,,,,,
AMERICAN EAGLE OUTFITTERS IN,0.030033848915780002,Reduce 35.34%,425644.0,17.200000469876233,7321077.0,,,,,
LANTHEUS HLDGS INC,0.030010949423717855,Add 50.83%,65941.0,110.94000697593303,7315495.0,,,,,
ON HLDG AG,0.029995877275054948,Reduce 66.16%,206432.0,35.41999786854751,7311821.0,,,,,
ASSOCIATED BANC-CORP,0.029773680000142334,Reduce 43.25%,235868.0,30.76999847372259,7257658.0,,,,,
AVNET INC,0.029572917667190442,Add 217.46%,81161.0,88.81999975357623,7208720.0,,,,,
FIDELITY NATL FINL INC,0.029438138034046435,Add 444.58%,152160.0,47.160002628811775,7175866.0,,,,,
PAYPAL HLDGS INC,0.029411398713146922,"Add 1,590.77%",166034.0,43.179999277256464,7169348.0,,,,,
UGI CORP NEW,0.02924412001584735,Add 141.92%,206386.0,34.53999786807245,7128572.0,,,,,
PRIMERICA INC,0.029073965549300994,Reduce 51.71%,24937.0,284.19998395957816,7087095.0,,,,,
COLGATE PALMOLIVE CO,0.028995540327202803,Reduce 8.77%,77094.0,91.68000103769424,7067978.0,,,,,
CENOVUS ENERGY INC,0.028987171469480336,Buy 100%,284802.0,24.810001334260292,7065938.0,,,,,
JACKSON FINANCIAL INC,0.02895985371282648,Reduce 21.69%,68945.0,102.39000652694176,7059279.0,,,,,
VICOR CORP,0.028735793956832498,Reduce 44.46%,18444.0,379.77998265018437,7004662.0,,,,,
D R HORTON INC,0.02859744525201273,Add 83.80%,42798.0,162.87999439226132,6970938.0,,,,,
ADIENT PLC,0.028567694783285625,Add 30.60%,378873.0,18.380000686245786,6963686.0,,,,,
KROGER CO,0.028477704948481734,Reduce 38.75%,125009.0,55.53000183986753,6941750.0,,,,,
SM ENERGY COMPANY,0.028376154603353385,Buy 100%,265019.0,26.100000377331437,6916996.0,,,,,
RIO TINTO PLC,0.02834999371820822,Reduce 36.28%,72797.0,94.92999711526573,6910619.0,,,,,
JAMES HARDIE INDS PLC,0.02830697204618103,Buy 100%,263565.0,26.180001138239145,6900132.0,,,,,
GOLAR LNG LTD,0.028055348390659,Add 42.91%,137215.0,49.840002915133184,6838796.0,,,,,
STARBUCKS CORP,0.027870741235016448,Add 1.13%,66482.0,102.19000631749947,6793796.0,,,,,
RESTAURANT BRANDS INTL INC,0.02779755475375727,Reduce 10.96%,93449.0,72.50966837526352,6775956.0,,,,,
SCOTTS MIRACLE-GRO CO,0.027695155215712964,Add 58.84%,99119.0,68.10999909200052,6750995.0,,,,,
OLD REP INTL CORP,0.027685867424593523,Add 75.80%,164925.0,40.92,6748731.0,,,,,
CHEWY INC,0.02767249776414377,Buy 100%,343281.0,19.650001019572887,6745472.0,,,,,
SITIME CORP,0.02733139296909117,Reduce 33.59%,8936.0,745.559982094897,6662324.0,,,,,
EURONET WORLDWIDE INC,0.026842942947167166,Add 196.89%,89401.0,73.18999787474414,6543259.0,,,,,
PERFORMANCE FOOD GROUP CO,0.02672705067723601,Add 19.84%,58279.0,111.78999296487585,6515009.0,,,,,
KBR INC,0.026648321878926316,Add 113.77%,188121.0,34.529999308955404,6495818.0,,,,,
THERMO FISHER SCIENTIFIC INC,0.02663105495630188,Reduce 10.62%,12948.0,501.3599783750386,6491609.0,,,,,
BAYTEX ENERGY CORP,0.026590486508254123,Reduce 1.11%,1620430.0,4.0,6481720.0,,,,,
VICI PPTYS INC,0.026556112655873477,Add 833.81%,243817.0,26.549998564497145,6473341.0,,,,,
MIRION TECHNOLOGIES INC,0.026416644000976146,Add 2.09%,359138.0,17.929999053288707,6439344.0,,,,,
RANGE RES CORP,0.026367641057106143,Add 30.07%,172826.0,37.190000347169985,6427399.0,,,,,
POST HLDGS INC,0.02635154331313411,Add 23.66%,72779.0,88.26000632050454,6423475.0,,,,,
CNX RES CORP,0.02619321190931135,Buy 100%,188178.0,33.93000244449404,6384880.0,,,,,
NASDAQ INC,0.026110811479794986,Buy 100%,80751.0,78.82000222907456,6364794.0,,,,,
AERCAP HOLDINGS NV,0.025769165170419175,Add 78.92%,43089.0,145.77999025273272,6281514.0,,,,,
KODIAK GAS SVCS INC,0.025640764740097924,Reduce 45.79%,83192.0,75.13000048081547,6250215.0,,,,,
PILGRIMS PRIDE CORP,0.02547961500036569,Add 147.62%,220951.0,28.110001765097238,6210933.0,,,,,
KOHLS CORP,0.02529518014473507,Add 209.97%,347967.0,17.719999310279423,6165975.0,,,,,
OSCAR HEALTH INC,0.02500334905071409,Buy 100%,213704.0,28.51999962565043,6094838.0,,,,,
CIRRUS LOGIC INC,0.02481970185228088,Add 26.46%,40733.0,148.52998797044165,6050072.0,,,,,
NEXTPOWER INC,0.024726253710094622,Reduce 79.90%,50590.0,119.14000790670093,6027293.0,,,,,
IVANHOE ELECTRIC INC,0.024720235516820673,Add 10.62%,627037.0,9.610000685764955,6025826.0,,,,,
HANOVER INS GROUP INC,0.02469451358646781,Add 76.16%,28113.0,214.12001565112226,6019556.0,,,,,
COHERENT CORP,0.024607358497098348,Reduce 90.69%,15206.0,394.4700118374326,5998311.0,,,,,
BOYD GAMING CORP,0.024577292145016028,Reduce 57.86%,67825.0,88.3299963140435,5990982.0,,,,,
GENERAL DYNAMICS CORP,0.02454210602115056,Buy 100%,16888.0,354.23999289436284,5982405.0,,,,,
KENVUE INC,0.02440020875656122,Add 149.09%,311241.0,19.11000157434271,5947816.0,,,,,
TOWNEBANK PORTSMOUTH VA,0.02430417201181473,Reduce 28.14%,163477.0,36.23999706380714,5924406.0,,,,,
ARCHROCK INC,0.024265753211534895,Buy 100%,145297.0,40.710000894719094,5915041.0,,,,,
AMERICAN TOWER CORP,0.024105957257610704,Reduce 36.88%,35924.0,163.57000890769402,5876089.0,,,,,
SONOCO PRODS CO,0.023893876454827302,Reduce 44.22%,103361.0,56.34999661380985,5824392.0,,,,,
HECLA MINING COMPANY,0.023810200184746392,Reduce 21.79%,376150.0,15.430001329256946,5803995.0,,,,,
FEDERAL SIGNAL CORP,0.02380029293406024,Add 86.01%,45152.0,128.48998936924167,5801580.0,,,,,
EQUINOX GOLD CORP,0.023641932813568824,"Add 3,155.36%",592899.0,9.719999527744186,5762978.0,,,,,
AMERIPRISE FINL INC,0.02359285602683656,Add 54.04%,12536.0,458.7599712827058,5751015.0,,,,,
CONSTELLATION ENERGY CORP,0.023560221584100195,Reduce 88.79%,23123.0,248.37002119102192,5743060.0,,,,,
KARMAN HLDGS INC,0.02340554950434039,Add 285.45%,114290.0,49.92000174993438,5705357.0,,,,,
