Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value, ,Current Price,+/-Reported Price,52Week Low,52Week High
PROVIDENT FINL SVCS INC,0.002901162298702523,"Add 2,129.23%",257966.0,23.639999069644837,6098316.0,,,,,
ARCELORMITTAL SA LUXEMBOURG,0.0028991485263741607,Reduce 72.89%,101197.0,60.21999664021661,6094083.0,,,,,
ACADEMY SPORTS &AMP; OUTDOORS IN,0.0028981689947833035,Add 38.39%,129260.0,47.13000154726907,6092024.0,,,,,
KRAKACQUISITION CORPORATION,0.002889882224127093,Add 0.15%,751159.0,8.086976259353879,6074605.0,,,,,
ZIM INTEGRATED SHIPPING SERV,0.0028869303088666426,Reduce 42.53%,233400.0,26.0,6068400.0,,,,,
LGI HOMES INC,0.002886590160694004,Add 47.52%,95284.0,63.679998740607026,6067685.0,,,,,
SILICON VY ACQUISITION CORP,0.0028800797722428736,Add 14.86%,600000.0,10.09,6054000.0,,,,,
DYNAMIX CORP III,0.0028691346127912728,,603703.0,9.99000004969331,6030993.0,,,,,
ENVISTA HOLDINGS CORPORATION,0.002867703136075931,"Add 1,222.96%",228766.0,26.349999562872107,6027984.0,,,,,
FULGENT GENETICS INC,0.002850566804150599,Reduce 40.01%,292006.0,20.51999958904954,5991963.0,,,,,
CALLAWAY GOLF CO,0.002841672048369029,Reduce 45.88%,317896.0,18.79000050330926,5973266.0,,,,,
OPTION CARE HEALTH INC,0.0028348866869895278,Add 88.74%,284168.0,20.970000140761805,5959003.0,,,,,
VINE HILL CAP INVTS CORP II,0.0028318277320943308,,771333.0,7.7172544154081315,5952573.0,,,,,
ALECTOR INC,0.002830397206842409,Reduce 11.19%,2959983.0,2.0100000574327623,5949566.0,,,,,
LAKEFRONT BIOTHERAPEUTICS NV,0.002821737462525571,Buy 100%,197844.0,29.979999393461515,5931363.0,,,,,
LCI INDS,0.002819638534221122,Reduce 62.91%,55978.0,105.88000643109793,5926951.0,,,,,
LIFESTANCE HEALTH GROUP INC,0.0028116267364932824,Reduce 14.33%,551831.0,10.70999998187851,5910110.0,,,,,
PARAMOUNT SKYDANCE CORP,0.002809644362457779,Buy 100%,598980.0,9.860000333900965,5905943.0,,,,,
BRISTOW GROUP INC,0.002805047842675914,Add 3.55%,142698.0,41.31999747718959,5896281.0,,,,,
RED CAT HLDGS INC,0.002793184996755754,Reduce 65.45%,551300.0,10.65,5871345.0,,,,,
UNITED BANKSHARES INC WEST V,0.0027909528635725093,Add 438.37%,128009.0,45.830004140333884,5866653.0,,,,,
REGENCY CTRS CORP,0.0027833934867008644,Reduce 45.92%,73373.0,79.73999972742017,5850763.0,,,,,
CALERES INC,0.0027816927458376717,Reduce 21.68%,472691.0,12.370000698130491,5847188.0,,,,,
LAMB WESTON HLDGS INC,0.0027772912760569003,Add 124.58%,135200.0,43.18,5837936.0,,,,,
RENEW ENERGY GLOBAL PLC,0.0027739069206720746,Add 1.31%,1524574.0,3.824558204455802,5830822.0,,,,,
CAPITAL GROUP DIVIDEND VALUE,0.0027660706679452185,Buy 100%,117986.0,49.279999321953454,5814350.0,,,,,
CSLM DIGITA ASSET ACQ CORP I,0.002759653522909245,Add 0.02%,572077.0,10.140000384563617,5800861.0,,,,,
CELANESE CORP DEL,0.0027574504093603094,Reduce 48.37%,126005.0,46.0,5796230.0,,,,,
EMMIS ACQUISITION CORP.,0.002752732102260688,,568400.0,10.18,5786312.0,,,,,
NMP ACQUISITION CORP,0.0027505275615166227,,562420.0,10.280000711212262,5781678.0,,,,,
OPEN LENDING CORP,0.0027445409536781848,Add 14.04%,1855014.0,3.110000247976565,5769094.0,,,,,
PERPETUA RESOURCES CORP,0.002741534805002796,Reduce 25.29%,277624.0,20.75748134167075,5762775.0,,,,,
DONNELLEY FINL SOLUTIONS INC,0.0027193133768294454,Reduce 17.46%,136259.0,41.94999963305176,5716065.0,,,,,
JACK IN THE BOX INC,0.002718791023411883,Add 115.55%,361478.0,15.809999502044384,5714967.0,,,,,
ADVANCE AUTO PARTS INC,0.002711510425322288,Reduce 44.56%,91605.0,62.21999890835653,5699663.0,,,,,
FLEXSHARES TR,0.0027114695123952298,Buy 100%,115657.0,49.280000345850226,5699577.0,,,,,
BERTO ACQUISITION CORP,0.0027113377347115645,Add 36.12%,659490.0,8.641980924653899,5699300.0,,,,,
ACI WORLDWIDE INC,0.0027078996216435103,Reduce 61.26%,113185.0,50.289994257189555,5692073.0,,,,,
TENET HEALTHCARE CORP,0.002705329718946177,Reduce 88.31%,30397.0,187.08000789551602,5686671.0,,,,,
MARKETAXESS HLDGS INC,0.002703697007717512,"Add 1,411.07%",50077.0,113.49000539169678,5683239.0,,,,,
BOX INC,0.002695305576085105,Reduce 59.41%,213474.0,26.54000018737645,5665600.0,,,,,
WEYERHAEUSER CO,0.002694915000351208,Add 44.82%,236624.0,23.940001859490163,5664779.0,,,,,
ZOOMINFO TECHNOLOGIES INC,0.002690507821789917,Add 671.42%,1930210.0,2.9299998445764968,5655515.0,,,,,
BIO RAD LABS INC,0.002689670058248635,Add 136.41%,19256.0,293.60999169090155,5653754.0,,,,,
CBL &AMP; ASSOC PPTYS INC,0.0026869483971358166,Add 37.69%,106386.0,53.090002443930594,5648033.0,,,,,
MAXIMUS INC,0.002679298155507565,Reduce 34.08%,104761.0,53.76000610914367,5631952.0,,,,,
WEBULL CORP,0.002669743559844247,Add 100.33%,860716.0,6.5199996282165085,5611868.0,,,,,
STELLAR BANCORP INC,0.0026667883144618266,Add 305.54%,142565.0,39.32000140286887,5605656.0,,,,,
PRIMERICA INC,0.0026666080121437426,Reduce 72.61%,19723.0,284.2000202808903,5605277.0,,,,,
APPLIED INDL TECHNOLOGIES IN,0.002658998207710839,Reduce 74.66%,16529.0,338.1499788250953,5589281.0,,,,,
INDIGO ACQUISITION CORP,0.0026580438899006112,Add 10.12%,545100.0,10.25,5587275.0,,,,,
CITI TRENDS INC,0.0026520782142574126,Add 49.19%,96382.0,57.840001245045755,5574735.0,,,,,
ALUSSA ENERGY ACQUISIT CORP,0.002650944069860811,Add 0.81%,555015.0,10.040000720701242,5572351.0,,,,,
JBT MAREL CORPORATION,0.002646942690448136,Reduce 15.09%,38372.0,145.0,5563940.0,,,,,
ITRON INC,0.0026461315678826132,Add 73.11%,64281.0,86.53000108896875,5562235.0,,,,,
COMPASS MINERALS INTL INC,0.0026275061957050315,Add 261.89%,177420.0,31.129996618194117,5523084.0,,,,,
PNC FINL SVCS GROUP INC,0.0026203021904207444,Reduce 63.70%,22370.0,246.21998211890926,5507941.0,,,,,
GALAXYEDGE ACQUISITION CORP,0.0026008252584822913,Buy 100%,550000.0,9.94,5467000.0,,,,,
TACTILE SYS TECHNOLOGY INC,0.0026000802626244563,Add 19.47%,183527.0,29.779999673072627,5465434.0,,,,,
PERIMETER ACQUISITION CORP I,0.002589146045002185,,750000.0,7.2566,5442450.0,,,,,
BLEICHROEDER ACQUISITI CORP,0.002584210804242811,,526364.0,10.31999908808353,5432076.0,,,,,
AVIAT NETWORKS INC,0.002581168024225754,Add 93.26%,244400.0,22.2,5425680.0,,,,,
CLARIVATE PLC,0.0025780496028668092,Add 7.89%,2508854.0,2.1600001434918092,5419125.0,,,,,
TALEN ENERGY CORP,0.002577545802985936,Add 589.49%,14100.0,384.26,5418066.0,,,,,
ORCHID IS CAP INC,0.0025716338850259655,Reduce 46.09%,775558.0,6.969999664757504,5405639.0,,,,,
PHREESIA INC,0.002567554485612853,"Add 4,444.63%",524496.0,10.290000305054757,5397064.0,,,,,
ATRICURE INC,0.0025666753334128026,Add 240.74%,192824.0,27.980002489316682,5395216.0,,,,,
STEEL DYNAMICS INC,0.0025652928570635896,Buy 100%,23500.0,229.46,5392310.0,,,,,
INSTALLED BLDG PRODS INC,0.002556529403233975,Reduce 49.23%,23381.0,229.83999828920918,5373889.0,,,,,
APPLIED AEROSPACE &AMP; DEFENSE,0.0025467345630571154,Buy 100%,235000.0,22.78,5353300.0,,,,,
UNITED MICROELECTRONICS CORP,0.002541217978148141,Reduce 89.62%,196314.0,27.210000305632814,5341704.0,,,,,
HALL CHADWICK ACQUISITION CO,0.0025310144844324055,"Add 1,689.86%",529906.0,10.039999547089483,5320256.0,,,,,
HERTZ GLOBAL HLDGS INC,0.0025295178324727958,Add 274.15%,2347510.0,2.264999936102509,5317110.0,,,,,
JFROG LTD,0.0025294773952774475,Buy 100%,58506.0,90.87999521416607,5317025.0,,,,,
THOMSON REUTERS CORP,0.0025188933161937243,Add 55.82%,64876.0,81.61380171403908,5294777.0,,,,,
GENEDX HOLDINGS CORP,0.002517900939846698,Add 5.19%,544274.0,9.724313489161709,5292691.0,,,,,
BIOMARIN PHARMACEUTICAL INC,0.0025101912317546976,Reduce 67.35%,92214.0,57.21999913245277,5276485.0,,,,,
TREVI THERAPEUTICS INC,0.0025019801024403743,Add 55.50%,281996.0,18.649998581540164,5259225.0,,,,,
GRUPO CIBEST SA,0.0024976319146111214,Reduce 0.96%,66097.0,79.43000438749111,5250085.0,,,,,
EVERQUOTE INC,0.0024967879665576094,Add 89.84%,220610.0,23.78999592040252,5248311.0,,,,,
GOGO INC,0.00249262103250986,Add 119.63%,1690178.0,3.100000118330732,5239552.0,,,,,
PRIMORIS SVCS CORP,0.002489475970175156,Reduce 83.03%,52794.0,99.11999469636702,5232941.0,,,,,
ERO COPPER CORP,0.0024863818111334206,Reduce 46.32%,195409.0,26.746142705811913,5226437.0,,,,,
FIFTH ERA ACQUISITION CORP I,0.002483584984410425,Add 23.38%,527245.0,9.901578962341985,5220558.0,,,,,
AEBI SCHMIDT HLDG AG,0.002483079281602712,Add 13.92%,415896.0,12.550000480889453,5219495.0,,,,,
NPK INTERNATIONAL INC,0.002479614051827189,Add 237.59%,327606.0,15.909998595874313,5212211.0,,,,,
INSIGHT DIGITAL PARTNERS II,0.002475223523875747,Add 5.51%,517195.0,10.06000058005201,5202982.0,,,,,
SKYWARD SPECIALTY INS GROUP,0.002474515635091291,Reduce 48.61%,89143.0,58.34999943910346,5201494.0,,,,,
CARS COM INC,0.002464624697109014,Add 36.21%,473556.0,10.940000760205763,5180703.0,,,,,
SPACSPHERE ACQUISITION CORP,0.002454613874735822,,517000.0,9.98,5159660.0,,,,,
UNIVERSAL HEALTH RLTY INCOME,0.0024376859132994627,"Add 1,859.22%",116828.0,43.860007874824525,5124077.0,,,,,
ENTEGRIS INC,0.002437236346833528,Reduce 16.63%,28484.0,179.8599915742171,5123132.0,,,,,
XSOLLA SPAC 1,0.002436558904878511,,750000.0,6.828944,5121708.0,,,,,
BRIGHTSTAR LOTTERY PLC,0.002435481372555397,Add 66.58%,477560.0,10.719999581204457,5119443.0,,,,,
VANGUARD WHITEHALL FDS,0.002434093663157374,Add 784.16%,33819.0,151.29146337857418,5116526.0,,,,,
WORLD ACCEP CORPORATION,0.0024319661909503257,Add 17.61%,22839.0,223.8300275843951,5112054.0,,,,,
APOGEE ACQUISITION CORP,0.00242145632601336,Buy 100%,511554.0,9.949999413551648,5089962.0,,,,,
NORTH AMERN CONSTR GROUP LTD,0.002419873090882533,Add 40.98%,382900.0,13.284497257769653,5086634.0,,,,,
COGNYTE SOFTWARE LTD,0.0024171780707454744,Reduce 33.61%,578698.0,8.780000967689537,5080969.0,,,,,
TIDAL TRUST II,0.0024144873321938053,Buy 100%,151910.0,33.40999934171549,5075313.0,,,,,
TALOS ENERGY INC,0.002409541149605102,Add 23.66%,392325.0,12.910000637226789,5064916.0,,,,,
NEXTDOOR HOLDINGS INC,0.002408040691791813,Reduce 24.93%,2229851.0,2.270000103145905,5061762.0,,,,,
HILLMAN SOLUTIONS CORP,0.0024046886861632654,Reduce 47.07%,598900.0,8.44,5054716.0,,,,,
M EVO GBL ACQUISITION CORP I,0.002401772450781064,Add 37.95%,508930.0,9.920000785962706,5048586.0,,,,,
TRANSDIGM GROUP INC,0.0023997976884529205,Reduce 82.40%,3787.0,1332.0398732505942,5044435.0,,,,,
GREEN DOT CORP,0.0023977263525876502,Reduce 10.72%,373063.0,13.509999651533388,5040081.0,,,,,
SASOL LTD,0.002397709701977801,Reduce 77.67%,513243.0,9.819999493417349,5040046.0,,,,,
LAUREATE ED INC,0.0023957953575768254,Add 2.61%,138657.0,36.31999826911011,5036022.0,,,,,
PRAETORIAN ACQUISITION CORP,0.002389758797908839,,666666.0,7.535007035007035,5023333.0,,,,,
CLEAN HARBORS INC,0.0023874134405786184,Reduce 54.32%,16798.0,298.7500297654483,5018403.0,,,,,
CYBERARK SOFTWARE LTD,0.0023829206303095296,Buy 100%,3000000.0,1.669653,5008959.0,,,,,
JENA ACQUISITION CORP II,0.0023799839384637984,Add 100.02%,950100.0,5.265536259341122,5002786.0,,,,,
NVR INC,0.0023694269760875446,Reduce 74.35%,731.0,6813.399452804378,4980595.0,,,,,
CHATHAM LODGING TR,0.0023645669009383485,Reduce 11.84%,375690.0,13.230000798530703,4970379.0,,,,,
BANCO SANTANDER BRASIL S A,0.002360731076160748,Add 398.16%,945203.0,5.250000264493448,4962316.0,,,,,
HERC HLDGS INC,0.0023594218624948724,Add 246.00%,34600.0,143.34,4959564.0,,,,,
TABOOLA.COM LTD,0.002356641686381726,Add 2.30%,990744.0,5.0,4953720.0,,,,,
KNOWLES CORP,0.0023464339110806,Add 57.68%,118907.0,41.48000538235764,4932263.0,,,,,
OTG ACQUISITION CORP. I,0.002338816494940337,Add 1.03%,483883.0,10.159999421347722,4916251.0,,,,,
SYLVAMO CORP,0.002336900247612522,Reduce 32.74%,129953.0,37.799996921964095,4912223.0,,,,,
TITAN INTL INC ILL,0.0023368174702949845,Buy 100%,637101.0,7.710000455186854,4912049.0,,,,,
MACROGENICS INC,0.002336326990901991,Add 0.43%,1062991.0,4.61999960488847,4911018.0,,,,,
EL POLLO LOCO HLDGS INC,0.0023201197630062574,Add 39.02%,287556.0,16.96000083462004,4876950.0,,,,,
MANITOWOC CO INC,0.002319476573734359,Add 11.50%,351015.0,13.889999002891614,4875598.0,,,,,
HANOVER INS GROUP INC,0.0023114904655188585,"Add 1,270.29%",22692.0,214.11999823726424,4858811.0,,,,,
DNOW INC,0.0023110756274677528,Add 13.65%,374552.0,12.969998825263248,4857939.0,,,,,
JACKSON FINANCIAL INC,0.0023040395554770896,Reduce 48.05%,47301.0,102.38999175493119,4843149.0,,,,,
M-TRON INDS INC,0.0022873565958713726,Add 795.37%,48493.0,99.15000103107666,4808081.0,,,,,
STARZ ENTERTAINMENT CORP.,0.002282617356576512,Add 62.53%,166255.0,28.859998195542993,4798119.0,,,,,
EXELON CORP,0.002278342431430596,Add 62.95%,102727.0,46.62000253098017,4789133.0,,,,,
LAFAYETTE DIGITAL ACQUISITIO,0.0022737939605514397,Add 0.08%,478915.0,9.980000626415961,4779572.0,,,,,
FRESENIUS MEDICAL CARE AG,0.002266856840756454,Reduce 50.91%,210747.0,22.61000156585859,4764990.0,,,,,
ACCEL ENTERTAINMENT INC,0.002263935848057152,Add 77.72%,377387.0,12.609999814514014,4758850.0,,,,,
DARLING INGREDIENTS INC,0.002257296536312616,Add 60.28%,86871.0,54.61999976977357,4744894.0,,,,,
HNI CORP,0.0022565120547228526,Reduce 69.78%,117378.0,40.41000017038968,4743245.0,,,,,
OFG BANCORP,0.0022536914414143577,Reduce 30.21%,96542.0,49.07000062149116,4737316.0,,,,,
GEOPARK LTD,0.002251222869571251,Add 39.72%,520014.0,9.09999923078994,4732127.0,,,,,
TERRESTRIAL ENERGY INC,0.0022498370631000675,Reduce 45.01%,667968.0,7.080000838363515,4729214.0,,,,,
SMITHFIELD FOODS INC,0.0022436306672116166,Reduce 28.36%,194401.0,24.25999866255832,4716168.0,,,,,
ARC GROUP ACQUISITION I CORP,0.002238107422058703,Buy 100%,1380000.0,3.4091,4704558.0,,,,,
WEIBO CORP,0.0022275709161459784,Add 1.53%,644960.0,7.260000620193501,4682410.0,,,,,
NETSKOPE INC,0.002222932531973635,Buy 100%,427117.0,10.940000046825578,4672660.0,,,,,
FIRST INTERNET BANCORP,0.0022203493087884223,Reduce 19.85%,167886.0,27.79999523486175,4667230.0,,,,,
FRONTLINE PLC,0.0022161395588867743,Add 38.46%,133900.0,34.79,4658381.0,,,,,
KINDERCARE LEARNING COMPANIE,0.002216006829739689,Add 56.25%,1096024.0,4.25,4658102.0,,,,,
NCR VOYIX CORPORATION,0.002214832723879448,Add 104.21%,569845.0,8.170000614202108,4655634.0,,,,,
SOCIAL COMM PARTNERS CORP,0.0022068147416393785,Add 8.67%,626467.0,7.404667763824751,4638780.0,,,,,
WEST PHARMACEUTICAL SVSC INC,0.0022014532452678593,Reduce 7.94%,12890.0,359.0,4627510.0,,,,,
YELP INC,0.0022006145302631576,Add 45.96%,188652.0,24.519999787969383,4625747.0,,,,,
PARK HOTELS &AMP; RESORTS INC,0.0021975655657338706,Add 133.49%,324164.0,14.250003084858282,4619338.0,,,,,
ENERGY SERVICES OF AMER CORP,0.0021945118438874834,Add 57.00%,238517.0,19.34000092236612,4612919.0,,,,,
ALLISON TRANSMISSION HLDGS I,0.002192182185703692,Reduce 79.98%,40873.0,112.73999951067943,4608022.0,,,,,
PENNANT GROUP INC,0.0021902369187415676,Reduce 8.21%,124599.0,36.94999959871267,4603933.0,,,,,
RIDGEPOST CAP INC,0.0021888558695874845,Buy 100%,584629.0,7.8699996065881095,4601030.0,,,,,
CONCENTRA GROUP HOLDINGS PAR,0.0021842779033423086,Add 7.44%,154333.0,29.75000161987391,4591407.0,,,,,
ARCHIMEDES TECH SPAC PTNRS I,0.002183224633336404,Add 4.80%,556750.0,8.242825325550067,4589193.0,,,,,
GESHER ACQUISITION CORP. II,0.0021504995247383176,Add 31.12%,505565.0,8.941291426423902,4520404.0,,,,,
OSI SYSTEMS INC,0.0021431718292094348,Add 182.76%,20599.0,218.6999854361862,4505001.0,,,,,
BEAM THERAPEUTICS INC,0.0021319450365855233,Buy 100%,130577.0,34.31999509867741,4481402.0,,,,,
NURIX THERAPEUTICS INC,0.0021299493420621407,Reduce 46.38%,184551.0,24.25999859117534,4477207.0,,,,,
TGE VALUE CREATIVE SOLUTIONS,0.002129807574012566,,449038.0,9.970000311777623,4476909.0,,,,,
SIONNA THERAPEUTICS INC,0.0021271487094854653,Buy 100%,101644.0,43.99000432883397,4471320.0,,,,,
ENTERPRISE FINL SVCS CORP,0.002122771026290193,Add 303.93%,67731.0,65.87999586599932,4462118.0,,,,,
HELMERICH &AMP; PAYNE INC,0.0021171716640636814,Add 27.62%,135930.0,32.73999852865445,4450348.0,,,,,
BGC GROUP INC,0.0021010329415341858,Reduce 70.92%,413136.0,10.69000038728167,4416424.0,,,,,
NATIONAL HEALTHCARE PPTYS IN,0.0020947299721086085,Buy 100%,300558.0,14.650000998143453,4403175.0,,,,,
NEW PROVIDENCE ACQUISITION C,0.002088127767437451,Add 322.86%,422861.0,10.379999574328208,4389297.0,,,,,
CORSAIR GAMING INC,0.002085874702058967,Reduce 68.71%,453419.0,9.669998390010123,4384561.0,,,,,
ECOVYST INC,0.002083614500704833,Reduce 16.73%,351792.0,12.44999886296448,4379810.0,,,,,
ESCO TECHNOLOGIES INC,0.0020815640970348027,Reduce 21.11%,12500.0,350.04,4375500.0,,,,,
WILLIS LEASE FIN CORP,0.0020787254059213283,Buy 100%,4000000.0,1.09238325,4369533.0,,,,,
BLUE OWL CAPITAL CORPORATION,0.0020745836856542075,Reduce 55.79%,401180.0,10.870000997058677,4360827.0,,,,,
WATERBRIDGE INFRASTRUCTURE L,0.002073864855040422,Buy 100%,127205.0,34.27000510986203,4359316.0,,,,,
PREFERRED BK LOS ANGELES CA,0.0020715399541737303,Add 94.79%,40979.0,106.26001122526172,4354429.0,,,,,
PEGASYSTEMS INC,0.002061860241070687,"Add 1,489.16%",144614.0,29.970002904283128,4334082.0,,,,,
MAYWOOD ACQUISITION CORP 2,0.0020602751030130203,Buy 100%,1275000.0,3.3966666666666665,4330750.0,,,,,
EMPLOYERS HLDGS INC,0.0020558227299392806,Reduce 14.02%,85606.0,50.480001401770906,4321391.0,,,,,
MARZETTI COMPANY,0.0020394313938717832,Reduce 1.95%,37552.0,114.15999147848316,4286936.0,,,,,
CRICUT INC,0.002039080303869815,Add 5.10%,976355.0,4.389999539102068,4286198.0,,,,,
INHIBRX BIOSCIENCES INC,0.0020293929790594118,Reduce 55.04%,45022.0,94.75001110568166,4265835.0,,,,,
ETF SER SOLUTIONS,0.0020227836384126047,Add 59.33%,37206.0,114.28108369617803,4251942.0,,,,,
ACM RESH INC,0.002022247488775453,Buy 100%,33500.0,126.89,4250815.0,,,,,
ADAPTHEALTH CORP,0.002020608117302848,Add 21.49%,407617.0,10.41999965654033,4247369.0,,,,,
STONERIDGE INC,0.002019250854734264,Reduce 13.14%,579852.0,7.319998896270083,4244516.0,,,,,
VIR BIOTECHNOLOGY INC,0.0020185991022915856,Reduce 49.08%,416403.0,10.189998631133781,4243146.0,,,,,
SEABOARD CORP DEL,0.0020176324154568986,Reduce 16.45%,950.0,4464.330526315789,4241114.0,,,,,
TRUEBLUE INC,0.002014859851051112,Reduce 12.50%,607645.0,6.970000575994207,4235286.0,,,,,
AI INFRASTRUCTURE ACQUISI,0.002014828452758253,,414000.0,10.23,4235220.0,,,,,
CATALYST PHARMACEUTICALS INC,0.0020115406709105537,Add 231.83%,134531.0,31.429997547033768,4228309.0,,,,,
BIGBEAR AI HLDGS INC,0.002007825681987289,Add 219.44%,1150000.0,3.67,4220500.0,,,,,
BOK FINL CORP,0.0020032310651322644,Reduce 59.48%,30320.0,138.88001319261213,4210842.0,,,,,
QUANTUMSPHERE ACQUISITION CO,0.0020028395379349476,,534860.0,7.871254159967094,4210019.0,,,,,
DAQO NEW ENERGY CORP,0.0020019784635398764,Reduce 53.75%,314280.0,13.389999363624794,4208209.0,,,,,
LUCID GROUP INC,0.0019983828832758174,Add 90.56%,627900.0,6.69,4200651.0,,,,,
FIGS INC,0.001996446655216183,Reduce 60.89%,410223.0,10.22999929306743,4196581.0,,,,,
FUTU HLDGS LTD,0.001993177426905173,Reduce 57.59%,44695.0,93.73999328783981,4189709.0,,,,,
RIBBON COMMUNICATIONS INC,0.001993067057148457,Add 16.37%,1790375.0,2.3399997207288976,4189477.0,,,,,
DIANTHUS THERAPEUTICS INC,0.0019907569039647748,Reduce 71.31%,42928.0,97.47998975027954,4184621.0,,,,,
KYVERNA THERAPEUTICS INC,0.0019894491174940287,Reduce 34.96%,469346.0,8.909998167663089,4181872.0,,,,,
FB FINL CORP,0.0019877312502892767,Add 45.53%,75488.0,55.35000264942772,4178261.0,,,,,
IRIS ACQUISITION CORP II,0.0019869258365042743,Add 0.00%,420601.0,9.930000166428515,4176568.0,,,,,
DUTCH BROS INC,0.001985922518327918,Reduce 14.06%,58132.0,71.81000137617835,4174459.0,,,,,
MATADOR RES CO,0.001984166592586367,Reduce 41.72%,83784.0,49.780005729017475,4170768.0,,,,,
FRANKLIN ELEC INC,0.0019813592997657515,Reduce 64.91%,38855.0,107.18998841847896,4164867.0,,,,,
MONTE ROSA THERAPEUTICS INC,0.001980796033421131,Add 159.40%,172053.0,24.20000232486501,4163683.0,,,,,
WORTHINGTON ENTERPRISES INC,0.0019760272987602513,Add 109.94%,77263.0,53.76000155313669,4153659.0,,,,,
CLEARWATER PAPER CORP,0.001968816157500315,Add 18.39%,263935.0,15.680000757762327,4138501.0,,,,,
AAR CORP,0.001968426057498128,Reduce 2.53%,28949.0,142.93001485370826,4137681.0,,,,,
ALDEYRA THERAPEUTICS INC,0.0019661610988268943,Add 38.20%,1940338.0,2.1300000309224476,4132920.0,,,,,
YPF SOCIEDAD ANONIMA,0.0019468368767673458,Reduce 33.53%,90000.0,45.47,4092300.0,,,,,
KARBON CAP PARTNERS CORP,0.0019438873401654453,,500000.0,8.1722,4086100.0,,,,,
NEWAMSTERDAM PHARMA COMPANY,0.0019437503294329698,Buy 100%,120561.0,33.88999759457868,4085812.0,,,,,
BIOCRYST PHARMACEUTICALS INC,0.0019435019974803583,Add 35.23%,408529.0,10.0,4085290.0,,,,,
CHIME FINL INC,0.0019426247482071481,Reduce 16.53%,199387.0,20.48000120368931,4083446.0,,,,,
VITAL FARMS INC,0.0019391823535537041,Add 338.11%,350491.0,11.629999058463698,4076210.0,,,,,
REPAY HLDGS CORP,0.0019363888569526783,Reduce 40.68%,969128.0,4.200000412742177,4070338.0,,,,,
COSTAMARE INC,0.0019292409880101694,Add 28.14%,289252.0,14.019999861712279,4055313.0,,,,,
SL GREEN RLTY CORP,0.0019229541934627312,Reduce 23.75%,78078.0,51.769999231537696,4042098.0,,,,,
NLIGHT INC,0.0019199918121046613,Add 409.67%,57970.0,69.61999309987925,4035871.0,,,,,
BITCOIN INFRASTRUCTURE ACQUI,0.0019125271058433031,Add 14.43%,402018.0,10.0,4020180.0,,,,,
DISTRIBUTION SOLUTIONS GRP I,0.0019122521329149322,Add 145.70%,146969.0,27.349998979376604,4019602.0,,,,,
TRG LATIN AMER ACQUIS CORP,0.001911366320470942,Add 114.29%,750000.0,5.356986666666667,4017740.0,,,,,
ZIMMER BIOMET HOLDINGS INC,0.0019052612554367181,Add 33.89%,46520.0,86.09000429922614,4004907.0,,,,,
GENTHERM INC,0.0018982099600313358,Add 3.94%,116977.0,34.10999598211614,3990085.0,,,,,
WILEY JOHN &AMP; SONS INC,0.0018957214074564097,Add 464.38%,82145.0,48.510000608679775,3984854.0,,,,,
K2 CAP ACQUISITION CORP,0.0018937104895183077,,400063.0,9.950000374940947,3980627.0,,,,,
TERNIUM SA,0.001883226314093681,Add 31.67%,92707.0,42.7000010786672,3958589.0,,,,,
AMENTUM HOLDINGS INC,0.0018829732248239696,Add 189.38%,191488.0,20.670000208890375,3958057.0,,,,,
COGENT COMM HOLDINGS INC,0.0018798790657822341,Reduce 63.46%,284694.0,13.880000983512122,3951553.0,,,,,
ARCOS DORADOS HLDGS INC,0.0018778962160150208,Add 367.47%,489750.0,8.06,3947385.0,,,,,
HERITAGE INSURANCE HLDGS INC,0.001876558934178256,Buy 100%,151249.0,26.080000528929116,3944574.0,,,,,
KIMCO REALTY CORP,0.0018765047007633178,Add 92.80%,155600.0,25.35,3944460.0,,,,,
FUELCELL ENERGY INC,0.001876317738201294,Buy 100%,109527.0,36.00999753485442,3944067.0,,,,,
MATRIX SVC CO,0.0018745180451424247,Add 313.59%,287612.0,13.699998609237445,3940284.0,,,,,
AMDOCS LTD,0.001868611360231264,Reduce 82.31%,77718.0,50.540003602768984,3927868.0,,,,,
XPEL INC,0.0018662545853400036,Reduce 41.38%,79091.0,49.60000505746545,3922914.0,,,,,
NETGEAR INC,0.0018643449982561277,Add 117.41%,167833.0,23.349996722932914,3918900.0,,,,,
COVENANT LOGISTICS GROUP INC,0.0018636085655690726,Reduce 8.46%,88668.0,44.179997293273786,3917352.0,,,,,
APPLE HOSPITALITY REIT INC,0.0018634886811781566,Add 91.58%,233022.0,16.810000772459254,3917100.0,,,,,
CRITEO S A,0.0018622417883662886,Reduce 41.06%,214140.0,18.279999066031568,3914479.0,,,,,
SELECTIVE INS GROUP INC,0.0018588131899324343,Reduce 65.04%,40277.0,97.0100057104551,3907272.0,,,,,
NANO NUCLEAR ENERGY INC,0.001858527750906444,Add 23.20%,184800.0,21.14,3906672.0,,,,,
TRINITY CAP INC,0.0018466568175472145,Reduce 34.44%,216977.0,17.890002166128205,3881719.0,,,,,
ADVANSIX INC,0.0018465293214489388,Reduce 14.97%,195244.0,19.88000143410297,3881451.0,,,,,
HAWAIIAN ELEC INDS INC MTN B,0.0018382620557928376,Add 159.97%,285593.0,13.52999898456895,3864073.0,,,,,
BOOZ ALLEN HAMILTON HLDG COR,0.0018368477054190552,Reduce 73.39%,63641.0,60.67000832796467,3861100.0,,,,,
