Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value, ,Current Price,+/-Reported Price,52Week Low,52Week High
SAREPTA THERAPEUTICS INC,0.02774959173578495,Reduce 32.65%,1121378.0,17.970000303198386,20151163.0,,,,,
WASTE CONNECTIONS INC,0.027605196152232815,Reduce 16.17%,120261.0,166.6899992516277,20046306.0,,,,,
EPR PPTYS,0.027591904658365498,Reduce 38.80%,345400.0,58.01,20036654.0,,,,,
CARLISLE COS INC,0.027584194435182414,Reduce 65.80%,55220.0,362.75,20031055.0,,,,,
ARCHROCK INC,0.027577769019684603,Reduce 16.84%,491928.0,40.71000024393814,20026389.0,,,,,
NATIONAL FUEL GAS CO,0.027484673479754425,Reduce 29.60%,258500.0,77.21,19958785.0,,,,,
TEXAS CAP BANCSHARES INC,0.027273269598276098,Add 75.16%,191800.0,103.26,19805268.0,,,,,
ARCHER AVIATION INC,0.027099525867469478,Add 65.47%,4160486.0,4.730000052878438,19679099.0,,,,,
WHEATON PRECIOUS METALS CORP,0.027050703175429295,Buy 100%,174890.0,112.32000114357596,19643645.0,,,,,
AMPRIUS TECHNOLOGIES INC,0.026891040000444615,Add 291.89%,1408925.0,13.860000354880494,19527701.0,,,,,
APOGEE THERAPEUTICS INC,0.026831912682564282,Buy 100%,146800.0,132.73,19484764.0,,,,,
PLEXUS CORP,0.026785753246754872,Add 85.40%,64693.0,300.66999520813687,19451244.0,,,,,
CENTRAL PAC FINL CORP,0.026638731587901764,Reduce 9.47%,506400.0,38.2,19344480.0,,,,,
MILLROSE PPTYS INC,0.026511356607768613,Reduce 6.75%,640665.0,30.049999609780464,19251983.0,,,,,
TRANE TECHNOLOGIES PLC,0.02650529060792552,Reduce 80.30%,39188.0,491.15999795855873,19247578.0,,,,,
MACERICH CO,0.02644947790108317,Buy 100%,762487.0,25.190000616403953,19207048.0,,,,,
KBR INC,0.026371384177791057,Reduce 8.69%,554600.0,34.53,19150338.0,,,,,
SOLV ENERGY INC,0.026290821365346006,Buy 100%,560700.0,34.05,19091835.0,,,,,
NETAPP INC,0.026177412644102442,Buy 100%,122832.0,154.75999739481568,19009480.0,,,,,
INSPIRE MED SYS INC,0.026169673502418406,Reduce 9.36%,426000.0,44.61,19003860.0,,,,,
AMBIQ MICRO INC,0.026113344393773295,Add 404.12%,214756.0,88.30000093128946,18962955.0,,,,,
CHIME FINL INC,0.026047758610679775,Add 12.81%,923600.0,20.48,18915328.0,,,,,
COUSINS PPTYS INC,0.026027092899069043,Add 26.73%,630431.0,29.979999397237762,18900321.0,,,,,
LSB INDS INC,0.026027021291352388,Reduce 2.46%,1748406.0,10.810000080072935,18900269.0,,,,,
BARRETT BUSINESS SVCS INC,0.02599468076778485,Reduce 16.89%,531441.0,35.51999939786354,18876784.0,,,,,
PJT PARTNERS INC,0.025981896036219976,Add 162.05%,125000.0,150.94,18867500.0,,,,,
ZIONS BANCORPORATION NATL AS,0.025944151884188343,Add 18.13%,272295.0,69.18999981637562,18840091.0,,,,,
SPROTT INC,0.02579082048384124,Add 64.07%,166700.0,112.35,18728745.0,,,,,
HESS MIDSTREAM LP,0.025769854570649165,Add 40.08%,497700.0,37.6,18713520.0,,,,,
HYPERLIQUID STRATEGIES INC,0.025752192251923284,Buy 100%,2376200.0,7.87,18700694.0,,,,,
TOOTSIE ROLL INDS INC,0.02570258876035733,Add 4.00%,471926.0,39.54999936430712,18664673.0,,,,,
PUBMATIC INC,0.02567434502442502,Reduce 7.76%,1421049.0,13.12000008444466,18644163.0,,,,,
VILLAGE SUPER MKT INC,0.02557964932744202,Reduce 5.11%,440384.0,42.179999727510534,18575397.0,,,,,
AMERICAN HOMES 4 RENT,0.025532122459658902,Buy 100%,553129.0,33.519999855368276,18540884.0,,,,,
DHT HOLDINGS INC,0.025513785375910748,Reduce 40.34%,1120845.0,16.530000133827603,18527568.0,,,,,
LIQUIDIA CORPORATION,0.02551094447745983,"Add 2,768.56%",232353.0,79.73000133417688,18525505.0,,,,,
GLOBAL SHIP LEASE INC,0.02550319845041842,Reduce 20.40%,492550.0,37.6,18519880.0,,,,,
BANK NOVA SCOTIA B C,0.02545962240069428,Buy 100%,212900.0,86.84,18488236.0,,,,,
ELBIT SYS LTD,0.02543071629338297,Reduce 8.29%,24340.0,758.7200082169269,18467245.0,,,,,
GALAXY DIGITAL INC.,0.025405898711278033,Add 61.35%,674807.0,27.339999436876024,18449223.0,,,,,
TYLER TECHNOLOGIES INC,0.025388623349636357,Add 167.12%,63040.0,292.4599936548223,18436678.0,,,,,
BLACK HILLS CORP,0.025388130358048655,Add 212.88%,247800.0,74.4,18436320.0,,,,,
MARTIN MARIETTA MATLS INC,0.025328847431091758,Buy 100%,31894.0,576.700006270772,18393270.0,,,,,
CLEARWAY ENERGY INC,0.025277043379310304,Reduce 28.84%,537029.0,34.179999590338696,18355651.0,,,,,
FIRSTENERGY CORP,0.02524420435586916,Add 46.56%,385608.0,47.5399991701417,18331804.0,,,,,
TRANSALTA CORP,0.025190592209242312,Reduce 7.39%,1322695.0,13.830000113404829,18292872.0,,,,,
KURA ONCOLOGY INC,0.025133622762361783,Add 5.13%,1663765.0,10.96999996994768,18251502.0,,,,,
RBC BEARINGS INC,0.025064265180500898,Buy 100%,28260.0,644.0600141542817,18201136.0,,,,,
CHEMED CORP NEW,0.02506424177028584,Add 216.69%,39080.0,465.7399948822927,18201119.0,,,,,
FEDERATED HERMES INC,0.025040593321862356,Add 11.21%,329300.0,55.22,18183946.0,,,,,
AVEPOINT INC,0.0250256920314419,Reduce 37.17%,1621153.0,11.20999991981016,18173125.0,,,,,
FIREFLY AEROSPACE INC,0.025008141255505417,Add 87.58%,617700.0,29.4,18160380.0,,,,,
AVNET INC,0.024963774766755188,Add 148.30%,204100.0,88.82,18128162.0,,,,,
HEALTHPEAK PROPERTIES INC,0.02493010950042963,Add 3.98%,845968.0,21.39999976358444,18103715.0,,,,,
BOSTON BEER INC,0.024909498871677857,Add 8.96%,102179.0,177.0299963789037,18088748.0,,,,,
APA CORPORATION,0.024832190079125932,Buy 100%,553657.0,32.569999114975516,18032608.0,,,,,
QCR HLDGS INC,0.02482377066413373,Reduce 9.75%,185172.0,97.3499989199231,18026494.0,,,,,
TARGET HOSPITALITY CORP,0.024814133917958482,Reduce 6.96%,885044.0,20.360000180781974,18019496.0,,,,,
MKS INC.,0.024747701235908432,Reduce 61.00%,40403.0,444.79999009974506,17971254.0,,,,,
NVE CORP,0.024580480692674284,Reduce 1.65%,170730.0,104.55000292860072,17849822.0,,,,,
SMITHFIELD FOODS INC,0.024497905978805683,Add 125.98%,733300.0,24.26,17789858.0,,,,,
ANTERO RESOURCES CORP,0.02443709725665556,Add 2.27%,505000.0,35.14,17745700.0,,,,,
SAFE BULKERS INC,0.02441833052660751,Reduce 21.02%,2810154.0,6.31000009252162,17732072.0,,,,,
ENCOMPASS HEALTH CORP,0.024289420111780816,Reduce 34.15%,174500.0,101.08,17638460.0,,,,,
SYNOPSYS INC,0.02428701849913011,Reduce 87.00%,39538.0,446.0700085993222,17636716.0,,,,,
AMC ENTMT HLDGS INC,0.02426645606787993,Add 18.58%,9274623.0,1.9000000323463282,17621784.0,,,,,
AXIS CAP HLDGS LTD,0.024190243424221332,Buy 100%,163500.0,107.44,17566440.0,,,,,
CENTERRA GOLD INC,0.024065885607687774,Add 20.79%,1101900.0,15.86,17476134.0,,,,,
MELCO RESORTS AND ENTMNT LTD,0.024017244689082163,Reduce 25.82%,3309452.0,5.2699999879134065,17440812.0,,,,,
NLIGHT INC,0.024006277691863004,Add 281.13%,250400.0,69.62,17432848.0,,,,,
SUNCOKE ENERGY INC,0.02396293161307503,Reduce 1.50%,2161661.0,8.049999976869639,17401371.0,,,,,
HAVERTY FURNITURE COS INC,0.02389642181502244,Reduce 5.57%,679713.0,25.53000016183301,17353073.0,,,,,
LAUREATE ED INC,0.023797249258677374,Reduce 36.68%,475800.0,36.32,17281056.0,,,,,
FIGS INC,0.023640135042991117,Add 4.80%,1678100.0,10.23,17166963.0,,,,,
AST SPACEMOBILE INC,0.02356780160967486,Buy 100%,192600.0,88.86,17114436.0,,,,,
NOMURA HLDGS INC,0.02356519756751747,Reduce 15.71%,1949037.0,8.780000071830345,17112545.0,,,,,
VANGUARD WORLD FD,0.023536773435222064,Add 179.09%,94389.0,181.07940543919312,17091904.0,,,,,
HYCROFT MINING HOLDING CORP,0.023527162853404823,Add 140.76%,730125.0,23.4,17084925.0,,,,,
FORTIS INC,0.023481537721327335,Reduce 41.28%,297952.0,57.23000013424981,17051793.0,,,,,
DOUGLAS EMMETT INC,0.023437969934032042,Buy 100%,1442386.0,11.800000138659138,17020155.0,,,,,
CARTERS INC,0.02338060802178141,Buy 100%,412500.0,41.16,16978500.0,,,,,
METALLUS INC,0.023308698726479154,Reduce 11.17%,905633.0,18.690000253966012,16926281.0,,,,,
BALLARD PWR SYS INC NEW,0.02327102893630712,Add 671.76%,4344197.0,3.889999924036594,16898926.0,,,,,
BIOGEN INC,0.02313117768861928,Reduce 61.78%,77744.0,216.06000463058243,16797369.0,,,,,
STANDARDAERO INC,0.023114822210722252,Reduce 31.12%,561200.0,29.91,16785492.0,,,,,
TOWNEBANK PORTSMOUTH VA,0.023097015299491597,Reduce 21.60%,462819.0,36.24000095069563,16772561.0,,,,,
CARRIAGE SVCS INC,0.023078854480892117,Add 2.16%,437125.0,38.340001143837576,16759373.0,,,,,
TITAN INTL INC ILL,0.02301905928334688,Reduce 12.48%,2168087.0,7.710000106084304,16715951.0,,,,,
TSAKOS ENERGY NAVIGATION LTD,0.022999599886347394,Add 1.28%,472203.0,35.36999976704934,16701820.0,,,,,
CBL &AMP; ASSOC PPTYS INC,0.022943491109138132,Reduce 1.68%,313827.0,53.08999862981834,16661075.0,,,,,
PARK HOTELS &AMP; RESORTS INC,0.02280718306635296,Add 214.84%,1162252.0,14.25,16562091.0,,,,,
CIVEO CORP CDA,0.02272666432019508,Reduce 6.02%,471532.0,35.0,16503620.0,,,,,
RAYONIER INC,0.022680274913449504,Reduce 24.45%,773963.0,21.280000465138514,16469933.0,,,,,
ATLAS ENERGY SOLUTIONS INC,0.0226695860846681,Buy 100%,991100.0,16.61,16462171.0,,,,,
TABOOLA.COM LTD,0.02259843142453361,Add 54.76%,3282100.0,5.0,16410500.0,,,,,
AGILON HEALTH INC,0.022465953017517706,Add 2.13%,152214.0,107.180003153455,16314297.0,,,,,
BLUE BIRD CORP,0.022457395895378103,Reduce 43.81%,206536.0,78.96000213037921,16308083.0,,,,,
XCEL ENERGY INC,0.02245568694967883,Reduce 62.64%,203074.0,80.29999901513735,16306842.0,,,,,
PRIVIA HEALTH GROUP INC,0.022417857419215814,Reduce 18.52%,632700.0,25.73,16279371.0,,,,,
L3HARRIS TECHNOLOGIES INC,0.022401135640306692,Buy 100%,55980.0,290.5899964272955,16267228.0,,,,,
ARMSTRONG WORLD INDS INC NEW,0.022400254314563314,Reduce 14.57%,101400.0,160.42,16266588.0,,,,,
LEMAITRE VASCULAR INC,0.02239863487850986,Add 22.38%,169502.0,95.96000047197083,16265412.0,,,,,
UNUM GROUP,0.02233218842574507,Add 87.98%,181400.0,89.4,16217160.0,,,,,
WIX COM LTD,0.0222013996854278,Reduce 38.31%,355349.0,45.36999963416247,16122184.0,,,,,
FOSTER L B CO,0.022165795502466813,Add 12.63%,356350.0,45.16999859688509,16096329.0,,,,,
NATHANS FAMOUS INC,0.022113688494961075,Add 2.40%,158056.0,101.6000025307486,16058490.0,,,,,
LSI INDS INC OHIO,0.02211241194970465,Reduce 23.33%,604122.0,26.58000039727075,16057563.0,,,,,
GRUPO AEROPORTUARIO DEL CENT,0.02208294124308898,Reduce 9.22%,141800.0,113.09,16036162.0,,,,,
RELX PLC,0.022073267315983934,Reduce 48.79%,506130.0,31.669999802422304,16029137.0,,,,,
CHEWY INC,0.022029101879668916,Buy 100%,814100.0,19.65,15997065.0,,,,,
TELEFONICA BRASIL SA,0.021921646238407578,Reduce 17.71%,1209653.0,13.15999960319199,15919033.0,,,,,
LOEWS CORP,0.021872526098929004,Reduce 58.64%,140300.0,113.21,15883363.0,,,,,
RACKSPACE TECHNOLOGY INC,0.021849056669797147,Add 19.01%,2429758.0,6.530000107006542,15866320.0,,,,,
BLACKROCK ETF TRUST II,0.021694852206135512,Buy 100%,301000.0,52.34,15754340.0,,,,,
VIAVI SOLUTIONS INC,0.02158741997508923,Add 198.45%,328300.0,47.75,15676325.0,,,,,
POPULAR INC,0.021574409403802616,Buy 100%,95425.0,164.18000523971705,15666877.0,,,,,
TD SYNNEX CORPORATION,0.021546866597250584,Reduce 63.88%,58528.0,267.34000820120286,15646876.0,,,,,
INTERCONTINENTAL HOTELS GROU,0.021432035361174353,Add 48.35%,89900.0,173.12,15563488.0,,,,,
GLOBUS MED INC,0.021425154135018633,Buy 100%,196918.0,79.00999908591393,15558491.0,,,,,
NATIONAL PRESTO INDS INC,0.021308476246095734,Reduce 16.52%,123800.0,124.99,15473762.0,,,,,
FIDELITY MERRIMACK STR TR,0.021279820765792688,Add 48.28%,339700.0,45.49,15452953.0,,,,,
MARRIOTT INTL INC NEW,0.021278675042326296,Reduce 61.47%,41696.0,370.59000863392174,15452121.0,,,,,
STEALTHGAS INC,0.02127069353606283,Reduce 3.81%,1955231.0,7.900000051144852,15446325.0,,,,,
MARA HOLDINGS INC,0.021268619666422947,Buy 100%,1111938.0,13.890000161879529,15444819.0,,,,,
NAPCO SEC TECHNOLOGIES INC,0.021244737115848882,Reduce 7.01%,406200.0,37.98,15427476.0,,,,,
PIMCO ETF TR,0.021189089657583416,Add 358.30%,480990.0,31.99040728497474,15387066.0,,,,,
ESAB CORPORATION,0.021174425223456493,Add 18.93%,155900.0,98.63,15376417.0,,,,,
DIMENSIONAL ETF TRUST,0.021171277238066867,Reduce 11.85%,387703.0,39.65440298372724,15374131.0,,,,,
DAKTRONICS INC,0.021148718053179343,Reduce 4.58%,785161.0,19.55999979622014,15357749.0,,,,,
PORTLAND GEN ELEC CO,0.021062353638614213,Add 630.45%,295100.0,51.83,15295033.0,,,,,
BEAM THERAPEUTICS INC,0.02103118637994254,Reduce 13.35%,445000.0,34.32,15272400.0,,,,,
COLUMBIA FINL INC,0.021009117432499773,Add 6.34%,718962.0,21.220000500721873,15256374.0,,,,,
LAMAR ADVERTISING CO,0.020988108830092,Reduce 0.51%,97712.0,155.9800024561978,15241118.0,,,,,
PHIBRO ANIMAL HEALTH CORP,0.020776841278689603,Reduce 16.69%,480500.0,31.4,15087700.0,,,,,
INNOSPEC INC,0.020734771745158052,Add 55.59%,185000.0,81.39,15057150.0,,,,,
HANOVER INS GROUP INC,0.02072855564452429,Buy 100%,70300.0,214.12,15052636.0,,,,,
PREFORMED LINE PRODS CO,0.020613407682009033,Add 22.93%,36460.0,410.56001097092707,14969018.0,,,,,
OOMA INC,0.020538715325257764,Reduce 14.93%,776003.0,19.220000438142637,14914778.0,,,,,
PUMA BIOTECHNOLOGY INC,0.020506917367850985,Reduce 5.47%,1836213.0,8.109999765822375,14891687.0,,,,,
VISTEON CORP,0.020506551066838893,Reduce 52.74%,150100.0,99.21,14891421.0,,,,,
AVINO SILVER &AMP; GOLD MINES LT,0.020481192295644674,Add 644.97%,2345900.0,6.34,14873006.0,,,,,
BOYD GAMING CORP,0.02047146053153772,Add 256.57%,168300.0,88.33,14865939.0,,,,,
CHURCHILL DOWNS INC,0.020398573515488898,Buy 100%,165250.0,89.64,14813010.0,,,,,
KOSMOS ENERGY LTD,0.020364530931579458,Add 31.26%,7008668.0,2.1099999315133773,14788289.0,,,,,
ARTERIS INC,0.020332921632964622,Add 337.86%,303876.0,48.59000052653056,14765335.0,,,,,
ISHARES GOLD TR,0.02031821313255053,Add 57.62%,195400.0,75.51,14754654.0,,,,,
SOUTHSIDE BANCSHARES INC,0.02031145721989895,Reduce 4.77%,419146.0,35.190000620308915,14749748.0,,,,,
ARROW ELECTRS INC,0.020307164888114404,Reduce 59.10%,69100.0,213.41,14746631.0,,,,,
CLOVER HEALTH INVESTMENTS CO,0.020258086060780056,Reduce 17.47%,2807441.0,5.240000056991403,14710991.0,,,,,
LA Z BOY INC,0.02016555925136865,Add 63.24%,365000.0,40.12,14643800.0,,,,,
PILGRIMS PRIDE CORP,0.02014096750898546,Reduce 42.64%,520311.0,28.109999596395234,14625942.0,,,,,
UP FINTECH HLDG LTD,0.020119289649841315,Add 86.33%,3320500.0,4.4,14610200.0,,,,,
ENPHASE ENERGY INC,0.02009799461656695,Reduce 66.65%,296400.0,49.24,14594736.0,,,,,
AMERICAN FINANCIAL GROUP INC,0.02008010921226228,Buy 100%,104200.0,139.94,14581748.0,,,,,
BLOOMIN BRANDS INC,0.020003618400165925,Add 329.78%,1589300.0,9.14,14526202.0,,,,,
AMERICOLD REALTY TRUST INC,0.019909264216908487,Reduce 45.09%,919700.0,15.72,14457684.0,,,,,
CIPHER DIGITAL INC,0.019878577556181252,Reduce 69.03%,589200.0,24.5,14435400.0,,,,,
ZURN ELKAY WATER SOLNS CORP,0.019809912641271802,Reduce 26.01%,284693.0,50.529998981358865,14385537.0,,,,,
PAYONEER GLOBAL INC,0.019796768494052208,Reduce 16.99%,2019100.0,7.12,14375992.0,,,,,
AGNT INC,0.01975814990163457,Buy 100%,2652116.0,5.410000165905262,14347948.0,,,,,
IPG PHOTONICS CORP,0.019742390695685796,Add 42.59%,122200.0,117.32,14336504.0,,,,,
ECHOSTAR CORP,0.0196781874923522,Buy 100%,140787.0,101.50000355146427,14289881.0,,,,,
MILLERKNOLL INC,0.019564159088945324,Add 272.96%,694383.0,20.459999740777064,14207076.0,,,,,
ORLA MNG LTD NEW,0.019560337715604895,Add 5.38%,1450899.0,9.78999985526215,14204301.0,,,,,
UGI CORP NEW,0.019452887582629454,Add 13.36%,408983.0,34.540000440116096,14126273.0,,,,,
VIRIDIAN THERAPEUTICS INC,0.019443122768807122,Add 278.43%,768600.0,18.37,14119182.0,,,,,
TACTILE SYS TECHNOLOGY INC,0.01944245626621369,Reduce 7.20%,474100.0,29.78,14118698.0,,,,,
CARNIVAL CORP LTD,0.019396065482396644,Buy 100%,493000.0,28.57,14085010.0,,,,,
SCIENCE APPLICATIONS INTL CO,0.01936260815386366,Add 37.75%,127350.0,110.41000392618767,14060714.0,,,,,
UPWORK INC,0.019352435726885022,Reduce 17.61%,1681020.0,8.359999881024615,14053327.0,,,,,
EMBOTELLADORA ANDINA S A,0.019331927001422323,Reduce 2.58%,501576.0,27.988647782190537,14038434.0,,,,,
FEDERAL RLTY INVT TR NEW,0.019310375832853787,Add 694.41%,113600.0,123.44,14022784.0,,,,,
ASTRONICS CORP,0.019271560319215366,Reduce 22.74%,172220.0,81.2599988386947,13994597.0,,,,,
TFI INTERNATIONAL INC,0.019217037928344182,Buy 100%,97200.0,143.57,13955004.0,,,,,
WEBULL CORP,0.019174497436368516,Add 39.11%,2135600.0,6.52,13924112.0,,,,,
ENDEAVOUR SILVER CORP,0.019121408576901793,Reduce 11.87%,1677000.0,8.28,13885560.0,,,,,
FLYWIRE CORPORATION,0.01907545294767054,Reduce 11.14%,788400.0,17.57,13852188.0,,,,,
VANGUARD INTL EQUITY INDEX F,0.019044163129637675,Add 111.49%,111600.0,123.91994623655914,13829466.0,,,,,
ULTRAGENYX PHARMACEUTICAL IN,0.019022098313409327,Reduce 26.35%,413700.0,33.39,13813443.0,,,,,
ROOT INC,0.018888069323913674,Add 2.72%,245281.0,55.92000195693918,13716114.0,,,,,
LAM RESEARCH CORP,0.018856553666159074,Add 827.77%,31600.0,433.33,13693228.0,,,,,
MONARCH CASINO &AMP; RESORT INC,0.01881378595739019,Reduce 22.88%,103808.0,131.61000115598029,13662171.0,,,,,
XOMETRY INC,0.018807463822252932,Buy 100%,141500.0,96.52,13657580.0,,,,,
LINCOLN ELEC HLDGS INC,0.01875589524969354,Reduce 19.26%,51298.0,265.51000038987877,13620132.0,,,,,
IHS HOLDING LIMITED,0.018719554333493944,Reduce 26.94%,1649726.0,8.239999854521296,13593742.0,,,,,
WESTERN NEW ENG BANCORP INC,0.01865950713186896,Reduce 5.32%,947562.0,14.300000422135966,13550137.0,,,,,
MUELLER INDS INC,0.018655030272506895,Reduce 27.83%,110200.0,122.93,13546886.0,,,,,
COINBASE GLOBAL INC,0.018641683695780616,Buy 100%,92600.0,146.19,13537194.0,,,,,
COSTAMARE INC,0.0186351577540652,Reduce 4.60%,965225.0,14.020000518013935,13532455.0,,,,,
COPT DEFENSE PROPERTIES,0.018629098639579476,Add 46.42%,371752.0,36.3899992468097,13528055.0,,,,,
STANTEC INC,0.018532702259326055,Add 151.19%,195299.0,68.90999953916814,13458054.0,,,,,
GREAT SOUTHN BANCORP INC,0.01840993771448795,Reduce 10.40%,170500.0,78.41,13368905.0,,,,,
FERRARI N V,0.018335844383827883,Reduce 69.27%,35944.0,370.44012908969506,13315100.0,,,,,
INGREDION INC,0.018268662574895962,"Add 1,029.62%",140073.0,94.71000121365289,13266314.0,,,,,
GLADSTONE COMMERCIAL CORP,0.018150924340938054,Reduce 8.43%,1071611.0,12.299999720047667,13180815.0,,,,,
G WILLI FOOD INTL LTD,0.018138859817754097,Reduce 3.06%,396152.0,33.25,13172054.0,,,,,
AVERY DENNISON CORP,0.01813132861386264,Reduce 8.36%,81100.0,162.35,13166585.0,,,,,
BEACON FINANCIAL CORP.,0.018103646723091733,Reduce 24.31%,431740.0,30.45,13146483.0,,,,,
SANFILIPPO JOHN B &AMP; SON INC,0.018099045927297004,Reduce 17.53%,152845.0,85.99000294415912,13143142.0,,,,,
ULTRA CLEAN HLDGS INC,0.01804517351416156,Buy 100%,91900.0,142.59,13104021.0,,,,,
GRUPO AEROPORTUARIO DEL SURE,0.018035096105114626,Reduce 15.38%,42702.0,306.69999063275725,13096703.0,,,,,
LXP INDUSTRIAL TRUST,0.018027995924594538,Add 50.94%,242976.0,53.88000049387594,13091547.0,,,,,
FLOOR &AMP; DECOR HLDGS INC,0.017950754608544846,Add 362.32%,219600.0,59.36,13035456.0,,,,,
EVERQUOTE INC,0.017798107612720337,Reduce 42.29%,543279.0,23.789999245323305,12924607.0,,,,,
AEHR TEST SYS,0.017791859839442672,Buy 100%,134500.0,96.06,12920070.0,,,,,
AIR PRODUCTS AND CHEMICALS I,0.017707589950589537,Buy 100%,43860.0,293.1800045599635,12858875.0,,,,,
ECOPETROL S A,0.0176367823124665,Add 276.32%,899400.0,14.24,12807456.0,,,,,
KORN FERRY,0.017612768940102403,Add 233.51%,192100.0,66.58,12790018.0,,,,,
NETSKOPE INC,0.017565978805557884,Buy 100%,1166000.0,10.94,12756040.0,,,,,
ACADEMY SPORTS &AMP; OUTDOORS IN,0.01756159971827048,Buy 100%,270589.0,47.130001589125946,12752860.0,,,,,
GULFPORT ENERGY CORP,0.01752667718568913,Reduce 45.34%,75000.0,169.7,12727500.0,,,,,
CENTERSPACE,0.017467074778150262,Reduce 12.33%,225738.0,56.18999902541885,12684218.0,,,,,
F5 INC,0.017341148477207788,Buy 100%,30274.0,415.9599986787342,12592773.0,,,,,
PEMBINA PIPELINE CORP,0.017251207808024607,Reduce 39.24%,270864.0,46.25,12527460.0,,,,,
MOONLAKE IMMUNOTHERAPEUTICS,0.017247032527315354,Add 132.42%,643268.0,19.470000062182482,12524428.0,,,,,
OLAPLEX HLDGS INC,0.01723213536810932,Add 86.78%,6104200.0,2.05,12513610.0,,,,,
TALKSPACE INC,0.017230964857356396,Reduce 10.57%,2406300.0,5.2,12512760.0,,,,,
EQUITY LIFESTYLE PROPERTIES,0.017217937761212092,Buy 100%,194000.0,64.45,12503300.0,,,,,
CUSTOMERS BANCORP INC,0.01715807921837905,Reduce 12.35%,157520.0,79.1,12459832.0,,,,,
CAPITAL GRP FIXED INCM ETF T,0.017095828702395625,Add 946.78%,454200.0,27.33295244385733,12414627.0,,,,,
KNOT OFFSHORE PARTNERS LP,0.017079671522790857,Reduce 6.94%,1242775.0,9.979999597674558,12402894.0,,,,,
AEROVIRONMENT INC,0.017047580249160112,Add 56.32%,74996.0,165.07000373353245,12379590.0,,,,,
HIGHWOODS PPTYS INC,0.01703246826680413,Buy 100%,410100.0,30.16,12368616.0,,,,,
COLUMBIA BKG SYS INC,0.016971903286304914,Add 171.96%,384544.0,32.04999947990347,12324635.0,,,,,
POLARIS INC,0.016964418902843573,Reduce 20.28%,180000.0,68.44,12319200.0,,,,,
VITA COCO CO INC,0.016940788356349254,Buy 100%,186000.0,66.14,12302040.0,,,,,
GOLDMAN SACHS ETF TR,0.01694027057747502,Add 643.53%,189600.0,64.882194092827,12301664.0,,,,,
RAYONIER ADVANCED MATLS INC,0.01687767441655161,Reduce 4.06%,1559314.0,7.859999974347694,12256208.0,,,,,
ROBERT HALF INC.,0.016862749715916097,Reduce 57.39%,398872.0,30.699998997172024,12245370.0,,,,,
PROGYNY INC,0.016859692617243755,Reduce 47.71%,424667.0,28.830000918366625,12243150.0,,,,,
VANGUARD CHARLOTTE FDS,0.016849558748266383,Add 340.75%,252649.0,48.429999722935776,12235791.0,,,,,
HARMONY GOLD MNG LTD,0.016836677621698326,Reduce 53.22%,803842.0,15.210000223924602,12226437.0,,,,,
LAKEFRONT BIOTHERAPEUTICS NV,0.01683586101831423,Buy 100%,407800.0,29.98,12225844.0,,,,,
SCOTTS MIRACLE-GRO CO,0.016788828519190283,Buy 100%,179000.0,68.11,12191690.0,,,,,
ADEIA INC,0.016766722390817713,Reduce 42.26%,369743.0,32.930000027045814,12175637.0,,,,,
LIVERAMP HLDGS INC,0.01676273026061451,Reduce 38.25%,323399.0,37.63999888682402,12172738.0,,,,,
MACROGENICS INC,0.016749740345400003,Reduce 11.16%,2632750.0,4.62,12163305.0,,,,,
EQUIPMENTSHARE COM INC,0.016744789773450872,Buy 100%,618500.0,19.66,12159710.0,,,,,
UTAH MED PRODS INC,0.016700640861993542,Reduce 4.51%,175814.0,68.98000159259217,12127650.0,,,,,
BROADSTONE NET LEASE INC,0.01668278988447572,Add 846.85%,586100.0,20.67,12114687.0,,,,,
BACKBLAZE INC,0.016655628526721995,Reduce 34.97%,762608.0,15.860000157354762,12094963.0,,,,,
VOLATILITY SHS TR,0.016627087343351294,"Add 6,341.99%",1107700.0,10.90027715085312,12074237.0,,,,,
VERA THERAPEUTICS INC,0.016517347140514543,Reduce 38.87%,279528.0,42.90999828281961,11994546.0,,,,,
ONE LIBERTY PPTYS INC,0.016460208313842706,Reduce 4.91%,489478.0,24.42000049031826,11953053.0,,,,,
BUMBLE INC,0.01644774168578833,Reduce 11.42%,3732500.0,3.2,11944000.0,,,,,
G III APPAREL GROUP LTD,0.01631250638168143,Buy 100%,351403.0,33.709999630054384,11845795.0,,,,,
ASANA INC,0.016286311728102472,"Add 1,698.55%",1689539.0,7.0,11826773.0,,,,,
PAMT CORP,0.016283889459379655,Reduce 3.29%,844041.0,14.009999514241606,11825014.0,,,,,
DOLE PLC,0.016263324273986527,Add 14.20%,860793.0,13.72000004646878,11810080.0,,,,,
FIDELITY NATL FINL INC,0.01624275082616455,Add 41.78%,250109.0,47.159998240767024,11795140.0,,,,,
SPOK HLDGS INC,0.01619635591113308,Reduce 8.96%,1148579.0,10.240000034825641,11761449.0,,,,,
RAYMOND JAMES FINL INC,0.016190978447027,Buy 100%,77337.0,152.02999857765366,11757544.0,,,,,
METHANEX CORP,0.016115222991097782,Add 51.95%,253576.0,46.14999842256365,11702532.0,,,,,
AMERICAN EXPRESS CO,0.01610717125418914,Reduce 93.72%,34580.0,338.25,11696685.0,,,,,
DXP ENTERPRISES INC,0.01608189097606894,Add 53.43%,69209.0,168.74000491265588,11678327.0,,,,,
